cms_certification_number_ccn,facility_name,address_line_1,address_line_2,citytown,state,zip_code,countyparish,telephone_number,cms_region,measure_code,measure_name,score,footnote,measure_date_range
551717,"CHARTER HEALTHCARE OF RANCHO CUCAMONGA, LLC","9229 UTICA AVE, SUITE 100",,"RANCHO CUCAMONGA",CA,91730,"San Bernardino","(866) 669-1686",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
551718,"CARELINK HOSPICE SERVICES, INC","1260 B STREET, SUITE 150A",,HAYWARD,CA,94541,Alameda,"(510) 886-1224",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
551720,"MED STAR HOSPICE CARE, INC","1801 SOUTH MYRTLE AVE, STE F",,MONROVIA,CA,91016,"Los Angeles","(626) 359-3415",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
551721,"HAVEN HEALTH","2895 TEMPLE AVE",,"SIGNAL HILL",CA,90755,"Los Angeles","(562) 424-3950",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
551724,"MED PLUS HOSPICE CARE INC","16200 VENTURA BLVD SUITE 310A",,ENCINO,CA,91436,"Los Angeles","(626) 357-1300",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
551725,"VALLEY CARE HOSPICE, INC","13746 VICTORY BLVD, STE 310",,"VAN NUYS",CA,91401,"Los Angeles","(818) 908-9600",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
551726,"A-1 HOSPICE","5011 ARGOSY AVE SUITE 5",,"HUNTINGTON BEACH",CA,92649,Orange,"(562) 989-8200",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
551727,"COMMUNITY HOSPICE CARE, LLC","17141 VENTURA BLVD, SUITE 204",,ENCINO,CA,91316,"Los Angeles","(818) 464-4431",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",7.0,,01/01/2021-12/31/2022
551728,"DOCTOR'S PALLIATIVE CARE, INC.","6931 VAN NUYS BLVD SUITE 205",,"VAN NUYS",CA,91405,"Los Angeles","(818) 701-7835",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",6.0,,01/01/2021-12/31/2022
551729,"PROMISE HOSPICE, INC","2140 W OLYMPIC BLVD SUITE 326",,"LOS ANGELES",CA,90006,"Los Angeles","(310) 205-2587",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",1,01/01/2021-12/31/2022
551730,"ANGEL'S SMILE HOSPICE, INC.","2252 BEVERLY BLVD SUITE 210",,"LOS ANGELES",CA,90057,"Los Angeles","(818) 505-9010",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
551731,"SPIRITUAL TOUCH HOSPICE, INC","2063 S ATLANTIC BLVD SUITE 2A",,"MONTEREY PARK",CA,91754,"Los Angeles","(323) 913-0575",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
551733,"AMERIHEALTH HOSPICE PROVIDER, INC","1323 WEST COLTON AVENUE, SUITE 200",,REDLANDS,CA,92374,"San Bernardino","(909) 793-7558",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
551734,"CHARTER HIGH DESERT HEALTH CARE GROUP LLC","19015 TOWN CENTER DRIVE",,"APPLE VALLEY",CA,92308,"San Bernardino","(760) 247-1161",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
551735,"MAXIMUM CARE HOSPICE, INC","5301 LAUREL CANYON BLVD, STE 230",,"VALLEY VILLAGE",CA,91607,"Los Angeles","(818) 232-8123",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
551736,"FOUNTAIN HOSPICE","2063 S ATLANTIC BLVD SUITE 2H",,"MONTEREY PARK",CA,91754,"Los Angeles","(213) 382-8761",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",6.0,,01/01/2021-12/31/2022
551738,"RELYABLE HOSPICE CARE, INC.","16200 VENTURA BLVD SUITE 302",,ENCINO,CA,91436,"Los Angeles","(818) 352-6100",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",8,01/01/2021-12/31/2022
551739,"USM HOSPICE","16159 COHASSET ST SUITE 201",,"VAN NUYS",CA,91406,"Los Angeles","(818) 989-9030",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
551740,"COMFORT CHOICE HOSPICE CARE","6222 WILSHIRE BLVD, SUITE 230",,"LOS ANGELES",CA,90048,"Los Angeles","(323) 655-8500",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
551741,"OC HOSPICE","13522 NEWPORT AVE, SUITE 200",,TUSTIN,CA,92780,Orange,"(714) 838-1542",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
551742,"PRIORITY ONE HOSPICE","4959 PALO VERDE STREET SUITE 107C",,MONTCLAIR,CA,91763,"San Bernardino","(909) 625-6377",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
551743,"KAISER FOUNDATION HOSPITAL - RIVERSIDE HOSPICE","10917 MAGNOLIA AVENUE",,RIVERSIDE,CA,92505,Riverside,"(951) 358-2600",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
551744,"BAKERSFIELD COMMUNITY HOSPICE, INC","1811 OAK ST, STE 160",,BAKERSFIELD,CA,93301,Kern,"(661) 327-9800",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
551745,"SEAPORT HOSPICE","3750 CONVOY STREET, SUITE 220B",,"SAN DIEGO",CA,92111,"San Diego","(858) 634-5870",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
551748,"GRACELAND HOSPICE CARE","1855 W KATELLA AVE SUITE 255",,ORANGE,CA,92867,Orange,"(562) 448-8721",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
551749,"CARE PLUS HOSPICE","22931 TRITON WAY, SUITE 131",,"LAGUNA HILLS",CA,92653,Orange,"(949) 305-4599",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
551750,"ACCENTCARE HOSPICE & PALLIATIVE CARE OF NORTHERN C","400 RACE STREET, SUITE 101",,"SAN JOSE",CA,95126,"Santa Clara","(408) 377-3018",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
551751,"HOSPICE BY BLIZE HEALTHCARE","750 ALFRED NOBEL DRIVE, SUITE 202",,HERCULES,CA,94547,"Contra Costa","(510) 647-8057",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
551753,"CARELINK HOSPICE, INC","187 E WILBUR ROAD, SUITE #7",,"THOUSAND OAKS",CA,91360,Ventura,"(805) 494-9199",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",1,01/01/2021-12/31/2022
551754,"MISSION HOSPICE OF VENTURA, LLC","2775 NORTH VENTURA ROAD, SUITE 100A",,OXNARD,CA,93036,Ventura,"(805) 507-8144",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
551755,"SUPPORTIVE HOSPICE CARE INC","1202 MONTE VISTA AVENUE SUITE #4",,UPLAND,CA,91786,"San Bernardino","(909) 982-0847",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
551757,"VISITING NURSES HOSPICE, INC","539 NORTH GLENOAKS BLVD, STE 203",,BURBANK,CA,91502,"Los Angeles","(818) 485-2218",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",7.0,,01/01/2021-12/31/2022
551759,"HOME AND COMMUNITY HOSPICE INC","337 N VINEYARD AVENUE SUITE 306",,ONTARIO,CA,91764,"San Bernardino","(909) 605-2002",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
551760,"BRIGHT SKY HOSPICE CARE INC","502 CAJON STREET SUITE A",,REDLANDS,CA,92373,"San Bernardino","(909) 335-1818",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
551762,"BLUE SKY HOSPICE, INC.","16935 VANOWEN ST UNIT 205",,"VAN NUYS",CA,91406,"Los Angeles","(818) 457-4148",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
551763,"HELPING ANGELES HOSPICE","3600 WILSHIRE BLVD SUITE 428",,"LOS ANGELES",CA,90010,"Los Angeles","(213) 338-0025",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
551766,"MANOR HOSPICE","9007 ARROW ROUTE SUITE 180",,"RANCHO CUCAMONGA",CA,91730,"San Bernardino","(909) 481-7579",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",7.0,,01/01/2021-12/31/2022
551767,"ARDENT HOSPICE & PALLIATIVE CARE INC","16486 BERNARDO CENTER DRIVE, SUITE 348",,"SAN DIEGO",CA,92128,"San Diego","(858) 952-1786",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
551768,"YOUR CHOICE HOSPICE, INC.","11436 VANOWEN ST",,"N HOLLYWOOD",CA,91605,"Los Angeles","(818) 252-5600",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
551770,"AMERICAN HOSPICE, INC.","120 S VICTORY BLVD SUITE 205",,BURBANK,CA,91502,"Los Angeles","(818) 562-7511",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",7.0,,01/01/2021-12/31/2022
551771,"A MIRACLE HOSPICE, INC.","14402 HAYNES STREET SUITE 205",,"VAN NUYS",CA,91401,"Los Angeles","(818) 786-9333",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",5.0,,01/01/2021-12/31/2022
551772,"CALM CARE, INC","6850 LINCOLN AVE, SUITE 202",,"BUENA PARK",CA,90620,Orange,"(714) 826-8598",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
551773,"SEASONS OF LIFE HOSPICE, LLC","23832 ROCKFIELD BLVD SUITE 135",,"LAKE FOREST",CA,92630,Orange,"(949) 743-2588",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",7.0,,01/01/2021-12/31/2022
551774,"CALIFORNIA MISSION HOSPICE, LLC","23441 SOUTH POINTE DRIVE SUITE 245",,"LAGUNA HILLS",CA,92653,Orange,"(949) 829-9888",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
551775,"BRIGHT HAVEN HOSPICE","9631 BUSINESS CENTER DRIVE SUITE C",,"RANCHO CUCAMONGA",CA,91730,"San Bernardino","(909) 476-7896",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
551776,"HOLISTIC HOSPICE, INC.","9608 VAN NUYS BLVD,, SUITE 203",,"PANORAMA CITY",CA,91402,"Los Angeles","(818) 830-6900",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
551777,"HESTIA HOSPICE AND FAMILY CARE LLC","701 KIMBERLY AVE STE # 120",,PLACENTIA,CA,92870,Orange,"(714) 364-6500",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
551778,"PACIFIC CREST HOSPICE","149 PASADENA AVE, SUITE C",,"SOUTH PASADENA",CA,91030,"Los Angeles","(818) 892-3063",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
551780,"COVENANT HOSPICE","7872 WALKER ST, SUITE 240",,"LA PALMA",CA,90623,Orange,"(714) 670-7334",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
551782,"GL HOSPICE CARE, INC","4730 WOODMAN AVE, STE 460",,"SHERMAN OAKS",CA,91423,"Los Angeles","(818) 742-6490",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
551784,"HEALTH FIRST HOSPICE, INC","12158 HAMLIN STREET, SUITE 6",,"N HOLLYWOOD",CA,91606,"Los Angeles","(818) 761-1445",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
551786,"BONUM HOSPICE SERVICES","2000 WEST MAGNOLIA BLVD, STE. 208",,BURBANK,CA,91506,"Los Angeles","(818) 397-4792",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
551787,"HOLLYWOOD HOSPICE","4640 LANKERSHIM BLVD, STE 110",,"N HOLLYWOOD",CA,91602,"Los Angeles","(818) 763-2728",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
551788,"HEALING HANDS CARE, INC","220 N GLENOAKS BLVD SUITE C",,BURBANK,CA,91502,"Los Angeles","(818) 845-0303",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",6.0,,01/01/2021-12/31/2022
551790,"MGA HOME CARE SERVICES, INC.","7100 HAYVENHURST AVE, SUITE 318",,"VAN NUYS",CA,91406,"Los Angeles","(323) 721-3132",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
551791,"IN THE ARMS OF GRACE HOSPICE, INC","3111 LOS FELIZ BLVD SUITE 107",,"LOS ANGELES",CA,90039,"Los Angeles","(323) 928-2992",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
551793,"VICTORY HOSPICE CARE","5500 VAN NUYS BLVD",,"SHERMAN OAKS",CA,91401,"Los Angeles","(818) 392-5498",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",7.0,,01/01/2021-12/31/2022
551794,"CONSOLE HOSPICE, INC","14640 VICTORY BLVD, SUITE 212",,"VAN NUYS",CA,91411,"Los Angeles","(818) 321-0538",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
551795,"GATES TO PARADISE HOSPICE CARE, INC","7100 HAYVENHURST AVE SUITE PENTHOUSE A",,"VAN NUYS",CA,91406,"Los Angeles","(888) 988-4080",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",7.0,,01/01/2021-12/31/2022
551796,"HIDDEN HILLS HOSPICE & PALLIATIVE CARE, LLC.","1016 E BROADWAY, SUITE 101",,GLENDALE,CA,91205,"Los Angeles","(818) 242-7606",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",7.0,,01/01/2021-12/31/2022
551799,"CHARTER HOSPICE OF THE SAN GABRIEL VALLEY, LLC","970 S VILLAGE OAKS DR, STE 106",,COVINA,CA,91724,"Los Angeles","(626) 331-8001",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
651500,"HEALTH SERVICES OF THE PACIFIC - HOSPICE","809 CHALAN PASAHERU, UNIT 2",,BARRIGADA,GU,96913,Guam,"(671) 647-5355",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
651501,"FHP HOME HEALTH - HOSPICE","548 SOUTH MARINE CORPS DRIVE",,TAMUNING,GU,96913,Guam,"(671) 646-4933",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",7.0,,01/01/2021-12/31/2022
661500,"TENDER HOSPICE CARE, INC.","KIM'S BLDG, SUITE 1B, GUALO RAI MIDDLE RD",,GARAPAN,MP,96950,Saipan,"(670) 323-8742",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
661501,"TENDER HOSPICE CARE","KIM'S BLDG, SUITE 1B, GUALO RAI MIDDLE RD",,GARAPAN,MP,96950,Saipan,"(670) 323-8742",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",5.0,,01/01/2021-12/31/2022
671500,"ENVISION HOSPICE","8929 VISCOUNT UPPER LEVEL",,"EL PASO",TX,79925,"El Paso","(915) 778-0028",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
671501,"BSA HOSPICE OF THE SOUTHWEST","5211 SW 9TH AVENUE",,AMARILLO,TX,79106,Potter,"(806) 356-0026",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
671502,"NEW CENTURY HOSPICE OF AUSTIN","9430 RESEARCH BLVD STE 11-100",,AUSTIN,TX,78759,Travis,"(512) 342-8288",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
671504,"HOSPICE CARE PARTNERS","2015 E. LAMAR BLVD, SUITE 100",,ARLINGTON,TX,76006,Tarrant,"(817) 203-2900",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",5.0,,01/01/2021-12/31/2022
671505,"HEART TO HEART HOSPICE OF FORT WORTH LLC","6100 SOUTHWEST BLVD., SUITE 200",,"FORT WORTH",TX,76109,Tarrant,"(817) 731-9700",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
671511,"HARBOR HOSPICE HOUSE","2450 NORTH MAJOR DRIVE",,BEAUMONT,TX,77713,Jefferson,"(409) 840-5640",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",7.0,,01/01/2021-12/31/2022
671512,"RELIANT HOSPICE OF HOUSTON LLC","19221 IH-45 N, STE 320",,SHENANDOAH,TX,77385,Montgomery,"(855) 637-4339",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
671514,"LESTER DIERKSEN MEMORIAL HOSPICE","6500 N SUMMERHILL ROAD SUITE 2B",,TEXARKANA,TX,75503,Bowie,"(903) 793-6350",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
671515,"LEGACY OF LOVE HOSPICE","125 E MARSHALL HOWARD BOULEVARD",,LITTLEFIELD,TX,79339,Lamb,"(806) 370-2100",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",5.0,,01/01/2021-12/31/2022
671516,"ALLSTAR HOSPICE","1032 WEST PIONEER PARKWAY SUITE 200",,ARLINGTON,TX,76013,Tarrant,"(817) 794-0048",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
671517,"KINDRED HOSPICE","2913 WILLIAMS DRIVE SUITE #320",,GEORGETOWN,TX,78628,Williamson,"(512) 868-0505",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
671518,"HAND IN HAND HOSPICE","208 SOUTH 31ST STREET",,CORSICANA,TX,75110,Navarro,"(903) 874-7700",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
671519,"GLOBAL HOSPICE CARE INC","1817 WYOMING AVENUE SUITE A",,"EL PASO",TX,79903,"El Paso","(915) 543-6060",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
671527,"FREEDOM HOSPICE","9001 AIRPORT FREEWAY SUITE 570",,"NORTH RICHLAND HILLS",TX,76180,Tarrant,"(817) 265-0151",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
671528,"KINDSTAR INC","225 W MULBERRY ST #102 ATTN MECCA",,DENTON,TX,76201,Denton,"(940) 220-2127",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
671529,"HEART TO HEART HOSPICE OF AUSTIN LTD","4009 BANISTER LANE, SUITE 100",,AUSTIN,TX,78704,Travis,"(512) 707-2600",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
671531,"COON MEMORIAL HOSPITAL HOME CARE","210 E TEXAS BLVD",,DALHART,TX,79022,Dallam,"(806) 244-8738",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
671532,"BLUEBONNET HEALTH SERVICES","307 LONDONDERRY",,WACO,TX,76712,McLennan,"(254) 751-1790",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
671533,"HEART TO HEART HOSPICE OF SAN ANTONIO LLC","1000 CENTRAL PARKWAY NORTH, SUITE 110",,"SAN ANTONIO",TX,78231,Bexar,"(210) 824-4113",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
671535,"SILVERADO HOSPICE - NORTH HOUSTON","14550 TORREY CHASE, SUITE 345",,HOUSTON,TX,77014,Harris,"(281) 397-8800",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
671537,"HOSPICE COMPASSUS - THE WOODLANDS","1770 ST JAMES PLACE SUITE 330",,HOUSTON,TX,77056,Harris,"(713) 850-8853",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
671540,"ALAMO HOSPICE","3201 CHERRY RIDGE ST STE C313",,"SAN ANTONIO",TX,78230,Bexar,"(210) 444-2244",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
671541,"ALAMO HOSPICE OF WACO","6801 SANGER AVE., SUITE 145",,WACO,TX,76710,McLennan,"(254) 313-0072",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
671542,"HEART TO HEART HOSPICE OF GREATER HOUSTON LLC","16441 SPACE CENTER BOULEVARD SUITE C-300",,HOUSTON,TX,77058,Harris,"(713) 984-2100",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
671544,"BLUEBONNET HOSPICE OF EAST TEXAS INC","1101 RIDGE ROAD SUITE 203",,ROCKWALL,TX,75087,Rockwall,"(214) 828-9997",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",5.0,,01/01/2021-12/31/2022
671545,"TEXAS HOME HEALTH HOSPICE","2904 N FOURTH STREET SUITE 102",,LONGVIEW,TX,75605,Gregg,"(903) 234-0943",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
671546,"WESLEYAN HOSPICE","4221 WILLIAMS DRIVE",,GEORGETOWN,TX,78628,Williamson,"(877) 863-8848",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",6.0,,01/01/2021-12/31/2022
671547,"COMPASS HOSPICE OF EAST TEXAS LLC","1111 IDEL STREET",,TYLER,TX,75701,Smith,"(903) 758-8383",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
671548,"CCC HOSPICE LLC","900 WIGGINS PKWY, STE A ",,MESQUITE,TX,75150,Dallas,"(972) 686-3753",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",7.0,,01/01/2021-12/31/2022
671550,"COMPASSUS OP OF TEXAS LLC","4242 PIEDRAS DRIVE EAST, SUITE 200",,"SAN ANTONIO",TX,78228,Bexar,"(210) 731-0505",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
671552,"TEXAS HOME HEALTH HOSPICE LP","8300 CENTRAL PARK DRIVE SUITE #D",,WACO,TX,76712,McLennan,"(254) 756-0404",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
671554,"TEXAS HOME HEALTH HOSPICE-AUSTIN LLC","3520 EXECUTIVE CENTER DRIVE SUITE 320",,AUSTIN,TX,78731,Travis,"(512) 372-4194",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
671556,"CIMA HOSPICE OF EL PASO LP","6600 MONTANA AVE, STE G",,"EL PASO",TX,79925,"El Paso","(915) 778-1222",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
671557,"HOSPICE SUNSET","201 POSEY AVENUE",,CLIFTON,TX,76634,Bosque,"(254) 675-3391",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",7.0,,01/01/2021-12/31/2022
671558,"CIMA HOSPICE OF THE VALLEY LP","3524 W ALBERTA ROAD",,EDINBURG,TX,78539,Hidalgo,"(956) 631-4354",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
671559,"ACCENTCARE HOSPICE & PALLIATIVE CARE OF HOUSTON -","8876 GULF FREEWAY SUITE 410",,HOUSTON,TX,77017,Harris,"(713) 895-8615",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
671560,"TEXAS HOME HEALTH HOSPICE","5683 EASTEX FREEWAY",,BEAUMONT,TX,77706,Jefferson,"(409) 899-1152",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
671561,"INTERIM HOSPICE OF WEST TEXAS","3305 101 STREET STE 100",,LUBBOCK,TX,79423,Lubbock,"(325) 643-1113",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
671562,"ALTUS HOSPICE","4660 SWEETWATER BOULEVARD",,"SUGAR LAND",TX,77479,"Fort Bend","(281) 493-9744",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
671565,"OASIS HOSPICE","1120 MEDICAL PLAZA DRIVE SUITE 240",,"THE WOODLANDS",TX,77380,Montgomery,"(281) 607-2310",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
671568,"EVANGEL HOSPICE CARE SERVICES","7155 OLD KATY ROAD SUITE S210",,HOUSTON,TX,77023,Harris,"(713) 432-7330",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",1,01/01/2021-12/31/2022
671570,"HOSPICE OF BALLINGER","2001 HUTCHINS, SUITE B",,BALLINGER,TX,76821,Runnels,"(325) 365-2375",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
671572,"HARBOR HOSPICE OF GULF COAST LP","400 ENTERPRISE BLVD BUILDING C",,ROCKPORT,TX,78382,Aransas,"(361) 727-1232",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
671573,"IPH HOSPICE CARE INC","1100 E JASMINE AVE SUITE 203",,MCALLEN,TX,78501,Hidalgo,"(956) 682-4234",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",6.0,,01/01/2021-12/31/2022
671577,"HEART TO HEART HOSPICE OF THE GULF COAST, LLC.","550 FANNIN, STE 1200",,BEAUMONT,TX,77701,Jefferson,"(409) 813-1028",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
671578,"ACCENTCARE HOSPICE & PALLIATIVE CARE OF TEXAS - DA","6341 CAMPUS CIRCLE DRIVE EAST, SUITE 150",,IRVING,TX,75063,Dallas,"(817) 887-0017",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
